ST_ID,LATITUDE,LONGITUDE,NAME,OSM_ID
4302.0,51.8176,59.7649,Шильда,300386560.0
4312.0,51.9671,59.9046,Айдырля,2084372716.0
4315.0,52.083,60.0321,Байтук,4017600947.0
4319.0,52.4109,60.3436,Бреды,3959087390.0
4326.0,52.7106,60.5038,Гогино,4017600951.0
4332.0,53.0533,60.6427,Карталы-1,9036446368.0
4333.0,53.0314,60.6906,Карталы-II,300414855.0
4334.0,53.0329,60.7649,Пост Б,1819818136.0
4338.0,52.981064,61.174894,Аксу,4054265348.0
4340.0,52.89049,61.576118,Зааятская,4054265351.0
4341.0,52.839974,62.015716,Баталы,4054670396.0
4343.0,53.0526,60.5814,Начальное,300414812.0
4349.0,53.1101,60.0383,Запасное,301424741.0
4350.0,53.1639,59.9647,Джабык,10781415569.0
4354.0,53.2381,59.5701,Субутак,301424811.0
4356.0,53.3289,59.4389,Гумбейка,2004121833.0
4358.0,53.3971,59.3026,Буранная,370060297.0
4360.0,53.45,59.1934,Куйбас,1803674571.0
4362.0,53.4618,59.0777,Магнитогорск-Грузовой,3659649892.0
4365.0,53.475,58.9869,Цементный завод,3659656324.0
4366.0,53.4383,58.9815,Магнитогорск-Пассажирский,9040047725.0
4367.0,53.3888,58.8718,Красная Башкирия,4017600973.0
4368.0,53.252,58.901,Пещерная,4017602390.0
4369.0,53.1423,58.865,Сухое Озеро,370060573.0
4371.0,53.0135,58.7664,Альмухамедово,4017600945.0
4375.0,52.7196,58.6496,Сибай,340086240.0
4377.0,53.5856,58.9055,Смеловская,370062678.0
4380.0,53.6411,58.8006,Ташбулатово,370375371.0
4383.0,53.8115,58.6453,Новоабзаково,308980670.0
4385.0,53.9762,58.5682,Урал-Тау,4097838369.0
4386.0,53.9334,58.474,Укшук,1819704063.0
4392.0,52.1299,50.7997,Черниговка,2342085866.0
4393.0,52.1975,51.5681,Тюльпан,1882735617.0
4398.0,54.8561,69.1702,Петропавловск,1448632804.0
4399.0,54.8988,70.8179,Кара-Гуга,3206262901.0
4404.0,54.9061,70.4489,Булаев-1,4796425913.0
4408.0,54.8875,70.1104,Ганькино,300441114.0
4412.0,54.8657,69.7067,Тоқушы,1853300996.0
4417.0,54.8838,68.8018,Кондратовка-Сибирская,3207408086.0
4419.0,54.9361,68.5377,Мәмлүт,3501507424.0
4422.0,55.0102,68.1903,Горбуново,3207408205.0
4425.0,55.0715,67.888,Петухово,7918903895.0
4428.0,55.1359,67.5686,Пьянково,3207783161.0
4433.0,55.2223,67.2186,Макушино,7918879633.0
4434.0,55.2587,66.9589,Коновалово,300431967.0
4436.0,55.2674,66.4899,Лебяжья-Сибирская,2085422340.0
4442.0,55.3732,65.814,Варгаши,300431916.0
4448.0,55.408,65.5349,Утяк,8939356752.0
4450.0,55.2994,65.6263,Марково,3483936412.0
4454.0,55.0535,65.7755,Сумки,2165643101.0
4456.0,54.7884,65.952,Зауралье,2165643094.0
4458.0,56.3806,62.3147,Водолазово,474363980.0
4462.0,56.2886,62.5961,Катайск,474363702.0
4465.0,56.2633,62.9382,Далматово,3803843501.0
4470.0,56.1865,63.2702,Лещёво-Замараево,474363546.0
4474.0,56.0943,63.6095,Шадринск,474361254.0
4479.0,55.992,63.8614,Качусово,3623530177.0
4483.0,55.8633,64.2076,Каргаполье,3991184647.0
4489.0,55.7478,64.5012,Твердыш,474361804.0
4490.0,55.7118,64.676,Окунёвка,474362154.0
4492.0,55.6603,64.813,Кособродск,474362236.0
4493.0,55.6104,64.9495,Иковка,474362379.0
4494.0,55.5703,65.0714,Просвет,474362481.0
4496.0,55.4441,65.2716,Галкино,1305960715.0
4502.0,55.4250759,65.2577819,Курганка,1305961553.0
4505.0,55.4264,65.1155,Введенское,3623471985.0
4508.0,55.4111,64.9142,Логовушка,3623475963.0
4510.0,55.3926,64.7518,Зырянка,3623476835.0
4512.0,55.3697,64.4575,Юргамыш,1417908994.0
4514.0,55.3491,64.1297,Сладкое,3623478054.0
4516.0,55.3314,63.9161,Мишкино,4796371694.0
4518.0,55.2938,63.6065,Бутырское,3623474169.0
4521.0,55.2245,63.2902,Шумиха,4796371692.0
4534.0,55.2051,62.2406,Каясан,3112555627.0
4540.0,55.2046,62.0608,Чернявская,3018267494.0
4543.0,54.9348,73.4819,Московка,899227531.0
4547.0,54.9741,73.8643,Сыропятское,4070047102.0
4552.0,54.9836,73.1726,Пламя,4070047099.0
4554.0,54.9454,73.189,Входная,1226827476.0
4557.0,54.9375,73.3288,Карбышево 1,8916755706.0
4559.0,54.9378,73.3223,Карбышево 1,8916755706.0
4560.0,55.04,73.0143,Петрушенко,4070047095.0
4561.0,54.9395,73.3866,Омск-Пассажирский,3885197834.0
4565.0,54.938,73.386,Омск-Пассажирский,3885197834.0
4566.0,54.9467,73.4413,Омск-Восточный,1444152924.0
4567.0,54.9856,73.4412,Универсальная,312999812.0
4568.0,55.0301,73.4402,Омск-Северный,1444152926.0
4569.0,55.0081,73.5278,Левобережный,1444152918.0
4570.0,55.0615,73.2961,Комбинатская,313000618.0
4571.0,55.5676,71.3562,Называевская,3890264813.0
4575.0,55.4542,71.693,Кочковатский,3219868032.0
4585.0,55.3485,72.0591,Драгунская,1444152910.0
4586.0,55.1529,72.6903,Люблинская,9079373771.0
4593.0,54.9097,71.2613,Исилькуль,2084142354.0
4599.0,54.9364,71.9349,Москаленки,4070047092.0
4603.0,54.9492,72.3072,Пикетное,4070047097.0
4608.0,54.9533,73.0425,Лузино,3205990091.0
4610.0,54.9075,73.2575,Карбышево 2,8989692994.0
4611.0,54.7841,73.3394,Фадино,8989635115.0
4613.0,54.9974,74.0964,Кормиловка,3202760913.0
4619.0,55.0434,74.5782,Калачинская,1421109927.0
4622.0,55.072,74.808,Валерино,1397133213.0
4624.0,55.0977,75.0062,Илюшкино,1421109925.0
4626.0,55.1247,75.2186,Колония,1397133223.0
4629.0,55.1724,75.6047,Каратканск,3204982077.0
4632.0,55.2144,75.9568,Татарская,3885197836.0
4636.0,55.2574,76.3333,Кабаклы,4017600965.0
4641.0,55.3048,76.7558,Чаны,2005072149.0
4643.0,55.3341,76.9433,Озеро Карачинское,1511392610.0
4649.0,55.3572,77.4749,Тебисская,278015086.0
4654.0,55.3414,77.9569,Кирзинское,4017600968.0
4658.0,55.3553,78.3516,Барабинск,9162122865.0
4663.0,55.3424,78.7515,Труновское,3198746277.0
4668.0,55.3393,79.0298,Кожурла,4017600969.0
4674.0,55.3033,79.6632,Убинская,902624475.0
4681.0,55.1969,80.2835,Каргат,4796210703.0
4683.0,55.1477,80.631,Кокошино,4017600970.0
4686.0,54.5695,73.6993,Стрела,4017602396.0
4688.0,54.3582,74.0846,Жатва,4017600955.0
4690.0,54.1597,74.4416,Любовка,4017600980.0
4697.0,53.9119,74.9043,Иртышское,8989692995.0
4698.0,53.8793,75.1137,Черлак,304651842.0
4701.0,53.8139,75.8089,Валиханово,1444152909.0
4704.0,53.759,76.6218,Мынкуль,534086436.0
4707.0,53.7814,77.4282,Районная,936550056.0
4709.0,53.7783,77.9546,Осолодино,4017600988.0
4713.0,53.7305,78.0367,Карасук 1,2021549017.0
4717.0,53.7305,78.0367,Карасук 1,2021549017.0
4724.0,53.7274,78.6269,Зубково,4017600959.0
4730.0,53.7355,79.2415,Краснозёрское,936544654.0
4732.0,53.7628,79.6638,Хабары,4578211109.0
4735.0,53.7628,79.859,Урываево,4017602404.0
4736.0,53.7565,80.2603,Панкрушиха,1444152930.0
4740.0,53.7257,80.6489,Световская,1444152939.0
4741.0,53.7138,81.0325,Новая Дубрава,1444152920.0
4743.0,53.7767,81.292,Камень-На-Оби,671073467.0
4746.0,53.79,81.4276,Плотинная,3508351558.0
4751.0,53.8084,82.3084,Сузун,936544660.0
4754.0,53.7786,83.0559,Ларичиха,2000799641.0
4756.0,53.7716,83.4086,Воронежская-Молодёжная,1168216251.0
4758.0,52.7694,78.7844,Табуны,304654147.0
4760.0,58.1778,56.403,Пальники,286114275.0
4764.0,58.2827,56.6114,Дивья,913942695.0
4768.0,58.4366,56.6905,Ярино,589996071.0
4770.0,58.5121,56.7761,Кухтым,589999619.0
4777.0,58.4931,56.4284,Добрянка,919690328.0
4778.0,58.6219,56.9474,Боковая,634092062.0
4782.0,58.7687,57.1054,Тихая,913942766.0
4784.0,58.8328,57.182,Парма,10031639794.0
4785.0,58.8391,57.3657,Шестаки,10030816158.0
4788.0,58.1448,56.4491,Голованово,6446568541.0
4790.0,58.1038,56.4671,Адищево,6446568539.0
4793.0,58.0582,56.5205,Путевой пост 34 км,10107502280.0
4794.0,58.0485,56.6025,Ляды,6446568536.0
4796.0,58.0484,56.6027,Ляды,6446568536.0
4799.0,58.0443,56.7359,Сылва,6446568528.0
4806.0,58.096,57.1169,Комарихинская,6446568519.0
4810.0,58.1037,57.281,Кутамыш,6446568518.0
4813.0,58.1415,57.4093,Селянка,6446568517.0
4814.0,58.2542,57.6094,Калино,268945644.0
4818.0,58.2745,57.7441,Лямино,2402536400.0
4819.0,58.2795,57.7866,Шибаново,639340000.0
4822.0,58.4468,59.1445,Усть-Тискос,659953120.0
4823.0,58.4557,59.2716,Европейская,268950100.0
4827.0,58.5292,59.0674,Тёплая Гора,372518818.0
4830.0,58.5144,58.88,Бисер,849879007.0
4831.0,58.5034,58.7779,Лаки,849878283.0
4834.0,58.4182,58.4954,Койва,849879183.0
4835.0,58.3801,58.3236,Пашия,568544570.0
4840.0,58.3608,58.0624,Всесвятская,6417062032.0
4842.0,58.3623,57.973,Скальный,268950339.0
4845.0,58.3377,57.8426,Разъезд 139 км,849878742.0
4847.0,58.29,57.8405,Чусовская,4064153224.0
4850.0,58.3489,57.7435,Антабары,849594073.0
4852.0,58.4335,57.7491,Утёс,639310425.0
4854.0,58.5091,57.7406,Заготовка,268940066.0
4856.0,58.5756,57.7579,Баская,268940038.0
4858.0,58.617,57.674,Бассег,360059780.0
4862.0,58.7713,57.5385,Нагорная,344539783.0
4864.0,58.8685,57.5619,Губаха,849594088.0
4867.0,58.9579,57.6103,Половинка-Чусовская,6447247300.0
4868.0,58.9952,57.6533,Няр,662604329.0
4869.0,58.9523,57.5376,Углеуральская,344523773.0
4870.0,59.0292,57.6655,Обогатитель,268937281.0
4876.0,59.1558,57.5694,Копи,2942092215.0
4879.0,59.1556,57.6746,Луньевка,918940204.0
4880.0,59.2262,57.4473,Всеволодо-Вильва,6417862788.0
4882.0,59.3275,57.2627,Яйва,6418243376.0
4886.0,59.3352,57.0153,Березники-Сортировочная,849594091.0
4887.0,59.3465,56.9334,Калийная,268933277.0
4891.0,59.4402,56.7488,Заячья Горка,849974666.0
4895.0,59.618,56.7383,путевой пост Западный,9863638663.0
4896.0,59.6052,56.7484,Соликамск-2,1670695330.0
4897.0,59.6334,56.7324,Соликамск,639299304.0
4898.0,57.936,59.9798,Смычка,1125962860.0
4900.0,57.9545,60.0196,Завязовская,1138787776.0
4901.0,57.9101,59.9936,Нижний Тагил,6419218552.0
4903.0,57.9708,59.9547,Сан-Донато,849879180.0
4908.0,58.0512,59.8623,Лая,4190501541.0
4913.0,57.9542,60.0897,Вагонозавод,1085170728.0
4917.0,57.8537,60.0252,Старатель,1141757852.0
4919.0,57.8045,60.0215,Монзино,3275028539.0
4922.0,57.6928,60.1102,Анатольская,735128875.0
4925.0,57.5849,60.1103,Быньговский,697203054.0
4926.0,57.4915,60.183,Невьянск,8952602669.0
4929.0,57.4142,60.2002,Шурала,1389194047.0
4931.0,57.3556,60.1737,Нейва,3953250957.0
4934.0,57.4299,60.0871,Ежёвая,3948415057.0
4935.0,57.3452,59.9554,Верхнетагильская,2888554634.0
4936.0,57.3305,60.1524,Нейво-Рудянская,558590094.0
4938.0,57.2543,60.119,Верх-Нейвинск,1173780644.0
4939.0,57.174,60.0974,Мурзинка,684455105.0
4942.0,57.0683,60.1311,Таватуй,6467615498.0
4943.0,57.0385,60.2222,Аять,4190501537.0
4946.0,56.979,60.3694,Исеть,241970980.0
4948.0,57.976,60.2744,Салка,1138798340.0
4949.0,58.0195,60.38,Ива,1141757858.0
4951.0,58.0505,60.5203,Верхняя Салда,582096199.0
4954.0,58.0806,60.6422,Моховой,582090813.0
4958.0,58.196405,60.736017,Бобровка,582426249.0
4962.0,58.2923,60.752,Торфоперегруз,2167585960.0
4963.0,58.0877,60.759,Нижняя Салда,1141757856.0
4966.0,57.9438,61.1786,Ясашная,1141757883.0
4967.0,57.9133759,61.400766,Задание,1141757878.0
4969.0,58.1837,59.7209,Баранчинская,3958071134.0
4976.0,58.3536,59.5283,Азиатская,268950036.0
4978.0,58.4134,59.4619,Чекмень,3776010957.0
4979.0,58.4865,59.4564,Чистые Ключи,5000053764.0
4981.0,58.5987,59.4897,Именновский,5366153228.0
4983.0,58.7002,59.5094,Качканар,659962870.0
4984.0,58.2837,59.7228,Кушва,313661259.0
4985.0,58.3125,59.7916,Благодать,1166384108.0
4986.0,58.3578,59.8559,Верхняя,587696357.0
4991.0,58.5795,59.9729,Выя,348107225.0
4995.0,58.6181,59.8925,ГРЭС,1860610346.0
4997.0,58.6362,59.8482,Мир,2113304352.0
4998.0,58.6323,59.8282,Нижняя Тура,3040509254.0
4999.0,58.7487,60.5399,Косолманка,3633194576.0
5000.0,58.7879,60.6022,Обжиг,3633195212.0
5003.0,58.7085,60.3979,Карелино,3633186278.0
5006.0,58.6433,60.1887,Платина,3633194527.0
5007.0,58.8818,60.721,Верхотурье,1790056009.0
5009.0,59.0511,60.6091,Ляля,307073879.0
5011.0,59.1791,60.4889,Лобва,3172210485.0
5012.0,59.262,60.4746,Коптяки,3633196943.0
5013.0,59.3146,60.4753,160 км,307073565.0
5014.0,59.3643,60.4757,Вагранская,3403203354.0
5015.0,59.428,60.5196,Дровяное,3339489791.0
5016.0,59.4811,60.5372,Поперечный,3633200909.0
5017.0,59.56,60.5923,Каква,1319790454.0
5018.0,59.5942,60.5614,Серов,456851129.0
5019.0,59.5968,60.6023,Серов-Заводской,1432577851.0
5020.0,59.6254,60.6361,Серов-Сортировочный,1432643435.0
5023.0,59.6717,60.5671,Источник,3633206027.0
5025.0,59.7061,60.31,Красный Железняк,3633192383.0
5026.0,59.7321,60.2042,Воронцовка,3933370518.0
5029.0,59.8053,60.126,Климки,3633207753.0
5030.0,59.8451,60.1397,Подсобный,3633206366.0
5031.0,59.9182,60.0951,Лесная Волчанка,1860610345.0
5032.0,59.9978,60.0744,Козий,3633209384.0
5034.0,60.0998,59.9473,Бокситы,3633209839.0
5035.0,60.1423,59.8279,Покровск-Уральский,5176100606.0
5036.0,59.6118,60.6677,Углежжение,1434488920.0
5037.0,59.6017,60.7138,Филькино,1437568014.0
5040.0,59.4992,60.9112,Поспелково,877233319.0
5043.0,59.3978,61.2086,Сотрино,370010450.0
5045.0,59.2781,61.4567,Пасынок,370010408.0
5047.0,59.2047,61.6358,Новая Заря,4855121966.0
5048.0,59.1657,61.8219,Сосьва,1432548465.0
5049.0,59.9233,60.5745,Андриановичи,3374577315.0
5051.0,60.1097,60.4569,Уралзолото,6791540013.0
5052.0,60.2096,60.4118,Сама,2302475878.0
5054.0,60.4095,60.4077,Лангур,3633214300.0
5057.0,60.6549,60.401,Ивдель 1,2972378085.0
5058.0,60.657,60.4789,Ивдель 2,2868650872.0
5062.0,60.6613,60.5029,Першино,2972722727.0
5064.0,60.7803174,61.0240055,Лявдинка,2862864001.0
5065.0,60.8371,61.2633,Улым-Сос,2862295226.0
5066.0,60.8929,61.5039,Оус,1215799981.0
5068.0,61.0147,61.9962,Пелым,2668047759.0
5069.0,61.0668,62.2798,Атымья,314005922.0
5072.0,61.2029,62.8548,Алябьево,1094531145.0
5074.0,61.3087,63.3289,Геологическая,278217789.0
5075.0,61.3585,63.5757,Верхнекондинская,1632533959.0
5077.0,61.4144059,63.5462336,Соболинная,2679934177.0
5079.0,61.9277,63.0014,Агириш,829535163.0
5080.0,61.4723,64.0554,Конда,2567539926.0
5081.0,61.6748,64.484,Коммунистическая,1093836829.0
5082.0,61.8615,64.7834,Пантынг,278216405.0
5083.0,61.9448,64.9482,Вонъеган,5421818527.0
5084.0,62.1355598253067,65.3867321865081,Нягань,278220617.0
5086.0,62.4624,65.5979,Сергино,1112972812.0
5087.0,62.5311,65.6073,Приобье,1860523150.0
5088.0,56.8626,60.3714,Перегон,280312178.0
5091.0,56.837,60.2207,Решёты,9023405254.0
5096.0,56.8619,60.305,Северка,3267655292.0
5099.0,56.9204,60.4818,Шувакиш,2225475097.0
5101.0,56.8789227854806,60.5515275628034,Гипсовая,193789452.0
5102.0,56.8594,60.6061,Екатеринбург-Пассажирский,4795178525.0
5105.0,56.8302,60.6466,Шарташ,6467601842.0
5111.0,55.0567,84.7784,Курундус,296984713.0
5116.0,55.0305,85.0363,Падунская,913184364.0
5132.0,54.6866,86.0792,Егозово,913184361.0
5140.0,54.5016,86.3171,Мереть,9023659733.0
5142.0,54.4115,86.3132,Белово,5573127511.0
5143.0,54.3879,86.327,Бабанаково,7151435372.0
5150.0,54.2882,85.9656,Гурьевск,786869296.0
5151.0,54.2526,86.2173,Бочаты,913190834.0
5155.0,54.1287,86.278,Артышта 1,215701856.0
5156.0,54.1155,86.258,Артышта 2,909542233.0
5163.0,54.0673,86.8638,Терентьевская,9031327750.0
5165.0,54.0542,87.0099,Железнодорожная станция,9036366440.0
5168.0,53.9982,87.1861,Ерунаково,9032389226.0
5174.0,53.9,87.3281,Полосухино,9028857944.0
5177.0,53.9037,87.4737,Курегеш,9029018771.0
5181.0,54.1272,86.4033,Трудармейская,5299213452.0
5185.0,54.0054,86.5374,Красный Камень,215714355.0
5187.0,54.0106,86.6475,Киселёвск,913158563.0
5188.0,53.978,86.7465,Черкасов Камень,3523188335.0
5189.0,53.9069,86.7473,Прокопьевск,892080095.0
5191.0,53.8251,86.7662,Зеньково,215726555.0
5193.0,53.7831,86.8407,Спиченково,215726447.0
5199.0,53.7721,87.2344,Обнорская,4678278596.0
5201.0,53.8302,87.1802,Сад Металлургов,956353358.0
5205.0,53.7258,87.2519,Абагур-Лесной,221186748.0
5208.0,53.7577,87.41,Тальжино,9029435058.0
5209.0,53.7633,87.6014,Томусинская,9029018466.0
5211.0,53.7428,87.7442,Мыски,9029017185.0
5214.0,53.7246,87.9327,Кийзак,9029992338.0
5216.0,53.6988,88.0219,Междуреченск,9029992360.0
5218.0,53.6234,87.3081,Осинники,912712024.0
5225.0,53.5252,87.2741,Калтан,912712033.0
5229.0,53.4092,87.2743,Малиновка,221116973.0
5230.0,53.4252,87.3045,431 км,221116988.0
5231.0,53.44308,87.321662,428 км,216918798.0
5232.0,53.456,87.3003,Сарбала,912712029.0
5235.0,53.3381,87.2458,Кузедеево,912712059.0
5236.0,53.3588,87.27,Пионерский лагерь,221121877.0
5237.0,53.3918,87.2682,435 км,1570433712.0
5238.0,53.2059,87.2973,Мундыбаш,912712044.0
5242.0,53.2818,87.2052,Осман,221121779.0
5245.0,53.1419,87.3803,Учулен,912712012.0
5248.0,53.093,87.5113,Тенеш,912712062.0
5249.0,53.1417,87.4582,Ахпун,913949882.0
5250.0,53.1147,87.5612,Каз,221143092.0
5251.0,53.0146,87.5427,Алгаин,912712015.0
5256.0,52.9188,87.5619,Калары,2420448322.0
5260.0,52.886,87.7769,Чугунаш,912712076.0
5261.0,52.7893,87.8591,Кондома,656308757.0
5264.0,52.921,87.9743,Шерегеш,966262854.0
5265.0,52.7695,87.9058,Таштагол,1191038358.0
5266.0,55.3235,86.0395,Кемерово-Сортировочная,3383293029.0
5267.0,55.3442,86.059,Кемерово-Пассажирская,893912872.0
5268.0,55.3293,86.0477,Кемерово-Сортировочная,3383293029.0
5269.0,55.7124,84.842,Юрга I,3885197840.0
5277.0,55.6734,84.7704,Юрга-II,9027212797.0
5281.0,55.4307,84.8423,Арлюк,206203612.0
5285.0,55.362,85.2215,Шишино,975785581.0
5288.0,55.2478,85.4958,96 км,5326184531.0
5289.0,55.278,85.615,Топки,975785586.0
5298.0,55.3224,85.9696,Ишаново,944523743.0
5305.0,55.3604,86.0294,Предкомбинат,944523747.0
5306.0,55.3933,86.0245,Правотомск,944523720.0
5311.0,55.5329,86.1658,Латыши,945389995.0
5312.0,55.5958,86.2003,Забойщик,4254650528.0
5313.0,55.6439,86.2504,Бирюлинская,4239950813.0
5316.0,55.7399,86.2774,Барзас,3524375397.0
5322.0,55.0212,85.9398,Плотниково,215641217.0
5332.0,54.6796,86.1726,Ленинск-Кузнецкий-1,215649502.0
5335.0,54.6391,86.166,Байкаим,913195854.0
5336.0,54.6204,86.2065,Ленинск-Кузнецкий 2,215664786.0
5338.0,55.7554,84.9886,Тутальская,912757830.0
5342.0,55.8401,85.352,Литвиново,912757817.0
5343.0,55.8715,85.4207,Яшкино,6449474532.0
5347.0,56.0622,85.6253,Тайга,3885197835.0
5348.0,56.1055,85.4921,11 км,540871560.0
5361.0,56.3584,85.365,Межениновка,540866940.0
5364.0,56.2823,85.4885,Басандайка,540003799.0
5366.0,56.4091,85.0485,Предтеченск,178681117.0
5368.0,56.3673,85.1484,Богашёво,277761124.0
5371.0,56.5068,84.9991,Томск II,4796174202.0
5372.0,56.5412,85.0541,Томск-Северный,203964517.0
5373.0,56.5224,84.9515,Томск-Грузовой,313354718.0
5374.0,56.5411,85.0541,Томск-Северный,203964517.0
5375.0,56.5794,85.1275,Копылово,178969445.0
5385.0,56.8222,85.6079,Итатка,1266336016.0
5393.0,56.9965,86.1577,Асино,203967685.0
5395.0,57.117,86.1814,Куендат,178972795.0
5397.0,57.2772,86.1157,Сахалинка,205265428.0
5399.0,57.4188,86.0469,Балагачево,205347272.0
5401.0,57.7111,85.7842,Улу-Юл,1446791808.0
5402.0,58.0271,85.4188,Сайга,1446791806.0
5404.0,58.278,85.1817,Санджик,1266344809.0
5405.0,58.4095,85.042,Белый Яр,205376740.0
5406.0,56.0765,86.0478,Анжерская,3219867981.0
5408.0,56.1112,86.1664,Судженка,832870302.0
5411.0,56.2005,86.4233,Яя,4012799223.0
5413.0,56.1897,86.6381,Ижморская,4012799209.0
5420.0,56.171,87.2309,Берикульская,205435744.0
5424.0,56.1718,87.5252,Антибесский,205436905.0
5427.0,56.3045,90.5174,Ачинск I,3885197828.0
5428.0,56.3686,90.654,Тимонино,9102033988.0
5436.0,56.2137,87.7408,Мариинск,3885197833.0
5443.0,56.2138,88.1064,Суслово,3219871803.0
5453.0,56.1148,88.5168,Тяжин,4012799221.0
5459.0,56.0718,88.6913,Тисуль,913954446.0
5465.0,56.074,89.0121,Итат,3219868020.0
5468.0,56.1194,89.2484,Каштан,899370605.0
5474.0,56.2128,89.5279,Боготол,4678306310.0
5476.0,56.2074,89.7787,Вагино,899065757.0
5481.0,56.2398,90.0018,Критово,4012799217.0
5484.0,56.3008,90.2761,Зерцалы,3217018424.0
5490.0,56.4585,90.5784,Новая Еловка,2663363609.0
5492.0,56.4903,90.8641,Тулат,248874332.0
5494.0,56.6233,90.9983,Таёжная,1041051745.0
5496.0,56.8017,91.2074,Кытат,9103861569.0
5499.0,56.9862,91.3964,Суриково,9103861564.0
5501.0,57.3258,91.6519,Малая Кеть,906691284.0
5504.0,57.5926,91.8972,Большая Кеть,906691562.0
5505.0,57.7803,92.1612,Пировская,906691510.0
5508.0,58.0838,92.6379,Абалаково,9103861567.0
5509.0,58.2289,92.4711,Лесосибирск,9103861568.0
5519.0,56.2494,90.5149,Ачинск 2,9102033940.0
5525.0,56.1457,90.4048,Улуй,9102033867.0
5530.0,55.9996,90.373,Назарово,9102021175.0
5534.0,55.7735,90.1366,Глядень,4015690033.0
5536.0,55.698,90.0464,Красная Сопка,620046547.0
5538.0,55.6656,89.4179,Шушь,929058722.0
5544.0,55.622,89.1011,Дубинино,929058842.0
5545.0,55.515,88.7121,Инголь,930003564.0
5546.0,55.3127,88.4572,Полуторник,5176543344.0
5552.0,55.0341,88.4974,Кия-Шалтырь,686735074.0
5553.0,55.5698,90.0021,Крутояр,937608608.0
5555.0,55.4513,89.8822,Марьясово,937608590.0
5561.0,55.3048,89.8302,Ужур,3723301123.0
5562.0,55.1533,89.848,Учум,2487984269.0
5563.0,54.9913,89.8279,Копьево,2524668922.0
5566.0,54.7011,89.7716,Июс,2524668917.0
5569.0,54.4883,89.9604,Шира,10679591396.0
5570.0,54.3723,89.9549,Туим,883919976.0
5571.0,54.2852,90.0333,Тисин,2486410822.0
5575.0,54.1624,90.2116,Сон,1422776499.0
5578.0,53.9784,90.31,Ербинская,1422776496.0
5579.0,53.8334,90.2354,Усть-Бирь,1422776500.0
5580.0,53.7246,90.3612,Уйбат,305231579.0
5581.0,53.6273,90.7367,Капчалы,1422776498.0
5582.0,53.5803,91.0448,Оросительный,305231455.0
5589.0,53.6677,88.0945,Карай,929577808.0
5596.0,53.6431,88.5476,Теба,909542270.0
5601.0,53.6584,88.8741,Лужба,648860376.0
5603.0,53.5867,88.9999,Калтас,929577776.0
5604.0,53.479,89.0338,Чарыш,929577797.0
5606.0,53.4223,89.134,Балыксу,1449655579.0
5607.0,53.4221,89.2795,Шора,309246921.0
5608.0,53.4374,89.4299,Казынет,309247012.0
5610.0,53.4601,89.5156,Бискамжа,1449655581.0
5615.0,53.4392,89.7137,Нанхчул,4017600982.0
5616.0,53.382,89.7881,Хабзас,1449655613.0
5618.0,53.2923,89.5739,Тея,1449655607.0
5619.0,53.3322,89.8854,Биркчул,4017600949.0
5620.0,53.2573,89.9778,Югачи,1449655615.0
5622.0,53.1891,90.0981,Казановская,1422776497.0
5624.0,53.1512,90.2404,Кизлас,1449655594.0
5625.0,53.134,90.4161,Аскиз,309256240.0
5632.0,53.0537,90.379,Бельтыры,309256265.0
5636.0,52.8253,90.2558,Сартак,1449570761.0
5639.0,52.7111,90.265,Хараджуль,1449570769.0
5640.0,52.655,90.1189,Абаза,1449570754.0
5641.0,53.2643,90.6963,Камышта,309258684.0
5644.0,53.3966,90.8924,Ханкуль,4017602408.0
5647.0,53.5438,91.0789,Хоных,1449570770.0
5648.0,53.5947,91.1302,Тигей,9029978754.0
5652.0,53.6751,91.2982,Ташеба,9029765854.0
5658.0,53.8085,91.2832,Черногорские Копи,1448600816.0
5659.0,53.7145,91.4404,Абакан,9029757786.0
5660.0,53.7145,91.4404,Абакан,9029757786.0
5661.0,53.6793,91.5226,Подсиний,1449655601.0
5664.0,53.6282,91.6354,Минусинск,285823056.0
5666.0,53.6925,91.9604,Крупская,962343291.0
5670.0,53.7731,92.3462,Жерлык,962343705.0
5672.0,53.8219,92.5633,Туба,295958224.0
5674.0,53.892,92.7418,Курагино,603740935.0
5682.0,54.0895,93.2641,Кизир,4017600967.0
5684.0,54.1617,93.253,Журавлево,4017600956.0
5690.0,54.32,93.2238,Канзыба,962344087.0
5691.0,54.2955,93.3765,Кошурниково,2062547558.0
5693.0,54.4272,93.3696,Стофато,962344034.0
5696.0,54.5358,93.4429,Щетинкино,4017602416.0
5702.0,54.959,93.9516,Мана,9108181479.0
5708.0,55.3065,94.2753,Кравченко,4017600972.0
5716.0,55.546,94.7079,Саянская,9105763350.0
5718.0,55.6532,94.7312,Кильчук,9106291629.0
5726.0,55.6372,95.3874,Ирбейская,4017600963.0
5735.0,55.790312,96.184486,Абакумовка,2717326349.0
5739.0,55.7529,95.8295,Агул,971716778.0
5744.0,55.7842,96.6076,Хайрузовка,971717014.0
5747.0,55.8205,97.2157,Саранчет,3606657697.0
5758.0,55.9667,97.6181,Запань,3606654485.0
5760.0,56.0062,92.8294,Красноярск-Пассажирский,4535206674.0
5761.0,56.073,92.9326,Красноярск-Северный,2792164837.0
5763.0,56.2728,91.0914,Чернореченская,246671148.0
5765.0,56.1887,91.2788,Малиногорка,246671567.0
5770.0,56.1633,91.3897,Козулька,4012799215.0
5771.0,56.1361,91.632,Косачи,248605841.0
